Product_Code,Warehouse,Month,Order_Demand,Product_Name
Product_1465,Whse_S,1,16000,Macaroni and Cheese
Product_1047,Whse_J,1,120000,BBQ Ribs
Product_1397,Whse_J,1,44000,Pineapple Slices
Product_1162,Whse_J,1,10000,Pumpkin Pie
Product_1439,Whse_J,1,60000,Falafel
Product_1264,Whse_C,1,96000,Low Fat Blueberry Yogurt
Product_1502,Whse_C,1,156000,Broccoli Florets
Product_1513,Whse_J,1,21000,Eggs Scrambled
Product_0066,Whse_J,1,273000,Spinach Dip
Product_1150,Whse_J,1,140000,Garlic Bread
Product_1198,Whse_J,1,75000,Banana Peppers
Product_1256,Whse_J,1,26100,Tater Tots
Product_1166,Whse_C,1,300000,Cheddar Cheese
Product_1350,Whse_S,1,339000,Romaine Lettuce
Product_0082,Whse_J,1,271000,Strawberry Cake
Product_1393,Whse_J,1,180000,Peanut Butter
Product_1245,Whse_C,1,462000,Barbecue Sauce
Product_1246,Whse_J,1,88000,Mango Smoothie
Product_1548,Whse_C,1,11000,Roasted Parsnips
Product_1241,Whse_C,1,33000,Vegetable Stir-Fry
Product_1407,Whse_J,1,3000,Country White Bread
Product_0098,Whse_J,1,61000,Spaghetti Bolognese
Product_1269,Whse_J,1,127000,Grilled Salmon
Product_1270,Whse_J,1,47000,Savory Buttered Peas
Product_1247,Whse_J,1,27000,Fudge Brownies
Product_1233,Whse_J,1,67000,Beef Stroganoff
Product_2042,Whse_J,1,50000,Chicken Parmesan
Product_1479,Whse_S,1,45000,Chocolate Chip Pancakes
Product_1556,Whse_J,1,10000,Apple Tart
Product_1904,Whse_S,1,42000,Chocolate Croissant
Product_1404,Whse_J,1,11000,Home Fries
Product_0980,Whse_S,1,3000,Lemon Meringue Pie
Product_1431,Whse_C,1,70000,Tomato
Product_0070,Whse_S,1,15000,Greek Salad
Product_1216,Whse_S,1,12000,Caesar Salad
Product_1348,Whse_S,1,2000,French Onion Soup
Product_0979,Whse_S,1,11100,Oatmeal
Product_1461,Whse_J,1,1100,Zesty Egg Scramble
Product_1312,Whse_S,1,1400,Bruschetta
Product_1766,Whse_C,1,2000,Garlic Shrimp
Product_0070,Whse_J,1,174000,Eggplant Lasagna
Product_1839,Whse_A,1,3000,Vanilla Coconut Plant-Based Yogurt
Product_0084,Whse_S,1,290000,Stuffed Peppers
Product_1766,Whse_S,1,9000,Vegetable Curry
Product_1970,Whse_C,1,1000,Country Fresh Ice Cream Sandwich
Product_1435,Whse_S,1,10000,Roasted Chicken
Product_1387,Whse_A,1,15000,Cherry Tomatoes
Product_0980,Whse_J,1,19700,Pasta Primavera
Product_1435,Whse_A,1,13000,Chocolate Fudge
Product_1242,Whse_S,1,3000,Vanilla Cheesecake
Product_1267,Whse_J,1,1000,Raspberry Sorbet
Product_1624,Whse_J,1,91000,Coconut Shrimp
Product_1521,Whse_S,1,5000,White Rice
Product_0012,Whse_C,1,1000,Sweet Potato Fries
Product_1520,Whse_C,1,1000,Zucchini Bread
Product_1387,Whse_C,1,300,Cherry Tomatoes
Product_1393,Whse_C,1,4000,Avocado Toast
Product_1512,Whse_J,2,222200,Blueberry Crumble
Product_0083,Whse_C,2,390000,Blueberry Bagel
Product_0981,Whse_J,2,18600,Churros
Product_1286,Whse_J,2,1844200,Creme Brulee
Product_1359,Whse_J,2,8131000,Double Chocolate Muffin
Product_1274,Whse_J,2,2083000,Orange Juice
Product_1439,Whse_C,2,151000,Falafel
Product_1270,Whse_C,2,24000,Savory Buttered Peas
Product_1431,Whse_S,2,916000,Tomato
Product_0082,Whse_J,2,264000,Fish Tacos
Product_1287,Whse_J,2,1198600,2% Milk
Product_1295,Whse_J,2,1863200,Chocolate Milk
Product_1378,Whse_J,2,1047300,Jalapeno bagel
Product_1456,Whse_J,2,344350,Vegetable Quesadilla
Product_1151,Whse_J,2,330000,Chicken Burrito
Product_1262,Whse_J,2,365000,Banana Bread
Product_1356,Whse_J,2,445000,Spring Mix Lettuce
Product_1432,Whse_C,2,523000,Low Fat Strawberry Yogurt
Product_0033,Whse_S,2,541500,Carrots
Product_0021,Whse_S,2,56000,English Muffin
Product_0033,Whse_J,2,184000,Carrots
Product_0031,Whse_J,2,94700,Smokin’ Beef Roast
Product_1216,Whse_J,2,272000,Beef Enchiladas
Product_0066,Whse_J,2,107000,Vegetable Sushi
Product_1263,Whse_S,2,303000,Everyseed Bagel
Product_0012,Whse_J,2,67000,Tofu Stir-Fry
Product_1355,Whse_J,2,181000,Whipped Cream Cheese
Product_1241,Whse_J,2,1092000,Miso Soup
Product_1381,Whse_J,2,621900,Shrimp Pad Thai
Product_1316,Whse_J,2,143900,Lamb Gyro
Product_1264,Whse_J,2,744000,Low Fat Blueberry Yogurt
Product_1360,Whse_J,2,1162000,Cherry Danish
Product_1432,Whse_J,2,372000,Low Fat Strawberry Yogurt
Product_1451,Whse_J,2,1571000,Falafel Wrap
Product_1356,Whse_S,2,79000,Spring Mix Lettuce
Product_1294,Whse_J,2,1247700,Shakshuka
Product_1377,Whse_J,2,895400,Couscous Salad
Product_1256,Whse_J,2,148200,Lentil Soup
Product_1315,Whse_J,2,165900,Roasted Vegetables
Product_0016,Whse_J,2,80800,Cabbage Rolls
Product_1556,Whse_J,2,62000,Meatloaf
Product_1016,Whse_J,2,1198000,Sliced Olives
Product_1023,Whse_J,2,111000,Stuffed Mushrooms
Product_0083,Whse_J,2,292000,Blueberry Bagel
Product_0098,Whse_J,2,81000,Grilled Cheese Sandwich
Product_1159,Whse_J,2,160000,Tomato Bisque
Product_1430,Whse_J,2,395400,Cream Cheese Danish
Product_1393,Whse_J,2,129000,Baked Ziti
Product_1242,Whse_J,2,41000,Garlic Mashed Potatoes
Product_1521,Whse_J,2,105000,White Rice
Product_1152,Whse_J,2,150000,Chocolate Eclairs
Product_1479,Whse_J,2,281000,Banana Cream Pie
Product_1452,Whse_J,2,320900,Pumpkin Spice Latte
Product_1458,Whse_J,2,67000,Eggnog
Product_0979,Whse_J,2,46000,Oatmeal
Product_1222,Whse_J,2,105000,Hot Chocolate
Product_1526,Whse_J,2,274000,Apple Cider
Product_1264,Whse_S,2,33000,Low Fat Blueberry Yogurt
Product_0387,Whse_S,2,21000,Red Grapes
Product_1224,Whse_S,2,10000,Beef Tacos
Product_1521,Whse_A,2,26000,White Rice
Product_1823,Whse_J,2,55000,Radish Sprouts
Product_1839,Whse_J,2,136000,Vanilla Coconut Plant-Based Yogurt
Product_1158,Whse_J,2,290000,Chicken Quesadilla
Product_1450,Whse_J,2,117000,Multigrain Bread
Product_1198,Whse_J,2,52000,Banana Peppers
Product_1312,Whse_J,2,65300,Vegetable Spring Rolls
Product_0931,Whse_J,2,395000,Fried Rice
Product_0933,Whse_J,2,170000,Chicken Noodle Soup
Product_1463,Whse_J,2,120100,Tuna Casserole
Product_1350,Whse_J,2,748000,Romaine Lettuce
Product_1403,Whse_J,2,274000,Shepherd's Pie
Product_1470,Whse_J,2,36900,Mandarin Crispy Tofu
Product_1554,Whse_J,2,395100,Mashed Cauliflower
Product_1555,Whse_J,2,250100,Clam Chowder
Product_1382,Whse_J,2,1087700,Uproot Soy Milk
Product_1248,Whse_J,2,6477000,Potato Wedges
Product_1455,Whse_J,2,330200,Turkey Sandwich
Product_1282,Whse_J,2,180000,Ham Croissant
Product_1135,Whse_J,2,112000,Vegetable Pizza
Product_1970,Whse_J,2,242000,Country Fresh Ice Cream Sandwich
Product_1299,Whse_A,2,29700,Blue Bunny Cookie Ice Cream Sandwich
Product_1469,Whse_A,2,5200,Meat Lovers Pizza
Product_0979,Whse_A,2,66300,Oatmeal
Product_0984,Whse_A,2,28000,Bacon
Product_1470,Whse_A,2,100800,Mandarin Crispy Tofu
Product_1341,Whse_C,2,3818000,Whipped Butter
Product_1825,Whse_S,2,82500,Mashed Red Potatoes
Product_1018,Whse_J,2,474000,Margarita Pizza
Product_1410,Whse_J,2,213300,Mandarin Crispy Chicken
Product_1439,Whse_J,2,74000,Falafel
Product_1453,Whse_J,2,812900,Uproot Oat Milk
Product_1991,Whse_J,2,58800,Cinnamon Raisin Bagel
Product_1134,Whse_J,2,67500,Caprese Salad
Product_1269,Whse_J,2,166000,Buffalo Wings
Product_0064,Whse_J,2,228000,English Cucumber
Product_0071,Whse_J,2,60000,Fried Zucchini
Product_1270,Whse_J,2,32000,Savory Buttered Peas
Product_1418,Whse_J,2,121600,Chicken Pot Pie
Product_1375,Whse_J,2,43000,Vegetable Soup
Product_1480,Whse_J,2,64000,Lemon Italian Ice Cup
Product_1465,Whse_J,2,112000,Beef Chili
Product_1380,Whse_J,2,31800,Chicken Alfredo
Product_1461,Whse_A,2,32050,Zesty Egg Scramble
Product_1250,Whse_A,2,24300,Dinner Rolls
Product_1496,Whse_A,2,163650,Buttermilk Biscuits
Product_1431,Whse_A,2,15000,Tomato
Product_1432,Whse_A,2,129000,Low Fat Strawberry Yogurt
Product_1513,Whse_A,2,65200,Eggs Scrambled
Product_0980,Whse_A,2,3600,Macaroni and Cheese
Product_1387,Whse_J,2,32500,Cherry Tomatoes
Product_1278,Whse_J,2,90000,Stir-Fried Sugar Snap Peas
Product_1150,Whse_J,2,175000,BBQ Ribs
Product_1461,Whse_J,2,4250,Zesty Egg Scramble
Product_1787,Whse_J,2,102500,Red Onion
Product_1886,Whse_J,2,233500,Pineapple Slices
Product_1149,Whse_J,2,100000,Pumpkin Pie
Product_1246,Whse_J,2,110000,Spinach Dip
Product_1279,Whse_J,2,23000,Hard Boiled Eggs
Product_1404,Whse_J,2,26000,Home Fries
Product_1157,Whse_J,2,180000,Garlic Bread
Product_1435,Whse_J,2,172000,Tater Tots
Product_1520,Whse_J,2,181000,Cheddar Cheese
Product_1267,Whse_J,2,3000,Strawberry Cake
Product_0998,Whse_J,2,5000,Mushrooms
Product_1216,Whse_S,2,13000,Peanut Butter
Product_0063,Whse_S,2,230000,Barbecue Sauce
Product_1341,Whse_S,2,3045000,Whipped Butter
Product_1245,Whse_C,2,1380000,Mango Smoothie
Product_1278,Whse_C,2,681000,Stir-Fried Sugar Snap Peas
Product_0071,Whse_C,2,110000,Vegetable Stir-Fry
Product_1342,Whse_C,2,229000,Granola with Nuts
Product_1450,Whse_C,2,7000,Multigrain Bread
Product_1147,Whse_J,2,90000,Apple Juice
Product_0094,Whse_C,2,132500,Sugar Cookie
Product_1263,Whse_C,2,74000,Everyseed Bagel
Product_1480,Whse_C,2,94000,Lemon Italian Ice Cup
Product_0984,Whse_J,2,25200,Bacon
Product_1250,Whse_J,2,311500,Dinner Rolls
Product_1825,Whse_J,2,340000,Mashed Red Potatoes
Product_1216,Whse_C,2,19000,Spaghetti Bolognese
Product_1469,Whse_J,2,80700,Grilled Salmon
Product_1496,Whse_J,2,13700,Buttermilk Biscuits
Product_1513,Whse_J,2,46500,Eggs Scrambled
Product_1581,Whse_C,2,17000,Beef Stroganoff
Product_1403,Whse_C,2,115000,Chicken Parmesan
Product_1823,Whse_C,2,75000,Radish Sprouts
Product_1278,Whse_S,2,216000,Stir-Fried Sugar Snap Peas
Product_1394,Whse_S,2,40000,Carnival Cookie
Product_1404,Whse_S,2,99000,Home Fries
Product_1246,Whse_S,2,88000,Chocolate Chip Pancakes
Product_1393,Whse_S,2,787000,Apple Tart
Product_1570,Whse_S,2,271500,Roasted Corn
Product_1410,Whse_A,2,71100,Mandarin Crispy Chicken
Product_0021,Whse_J,2,34500,English Muffin
Product_1047,Whse_J,2,20000,Lemon Meringue Pie
Product_1264,Whse_C,2,178000,Low Fat Blueberry Yogurt
Product_1502,Whse_C,2,285500,Broccoli Florets
Product_1241,Whse_C,2,119000,Greek Salad
Product_1493,Whse_J,2,46200,Caesar Salad
Product_1581,Whse_J,2,124000,French Onion Soup
Product_1548,Whse_A,2,68100,Roasted Parsnips
Product_0936,Whse_A,2,157500,Cheesy Ratatouille
Product_1904,Whse_S,2,195000,Chocolate Croissant
Product_0063,Whse_J,2,192000,Bruschetta
Product_0070,Whse_J,2,142000,Garlic Shrimp
Product_1407,Whse_J,2,2000,Country White Bread
Product_1224,Whse_J,2,113000,Eggplant Lasagna
Product_1839,Whse_S,2,5000,Vanilla Coconut Plant-Based Yogurt
Product_1348,Whse_S,2,7000,Stuffed Peppers
Product_1281,Whse_S,2,11000,Red Onion
Product_0998,Whse_S,2,61800,Mushrooms
Product_2042,Whse_J,2,100000,Vegetable Curry
Product_1290,Whse_J,2,219000,Roasted Chicken
Product_1356,Whse_C,2,17000,Spring Mix Lettuce
Product_1350,Whse_C,2,56000,Romaine Lettuce
Product_0033,Whse_C,2,82500,Carrots
Product_1520,Whse_C,2,31000,Pasta Primavera
Product_1904,Whse_C,2,394000,Chocolate Croissant
Product_1195,Whse_C,2,46000,Low Fat Vanilla Yogurt
Product_1198,Whse_C,2,7000,Banana Peppers
Product_1479,Whse_C,2,8000,Chocolate Fudge
Product_1361,Whse_J,2,590000,Vanilla Cheesecake
Product_0063,Whse_C,2,36000,Raspberry Sorbet
Product_1407,Whse_C,2,29000,Country White Bread
Product_0002,Whse_C,2,9000,Coconut Shrimp
Product_1991,Whse_C,2,400,Cinnamon Raisin Bagel
Product_1241,Whse_S,2,584000,Sweet Potato Fries
Product_1570,Whse_J,2,19500,Roasted Corn
Product_1397,Whse_J,2,72000,Zucchini Bread
Product_1825,Whse_A,2,92500,Mashed Red Potatoes
Product_0936,Whse_J,2,165000,Cheesy Ratatouille
Product_0943,Whse_J,2,33000,Blueberry Muffin
Product_1766,Whse_J,2,85000,Avocado Toast
Product_1388,Whse_A,2,119000,Stir-Fried Cabbage
Product_1387,Whse_A,2,2900,Cherry Tomatoes
Product_1839,Whse_A,2,11000,Vanilla Coconut Plant-Based Yogurt
Product_1886,Whse_A,2,100,Blueberry Crumble
Product_1163,Whse_J,2,80000,Churros
Product_1394,Whse_J,2,79000,Carnival Cookie
Product_0979,Whse_S,2,18100,Oatmeal
Product_0077,Whse_S,2,20000,Creme Brulee
Product_0094,Whse_S,2,20000,Sugar Cookie
Product_0374,Whse_S,2,53000,Cranberry Almond Granola
Product_1450,Whse_S,2,24000,Multigrain Bread
Product_1567,Whse_S,2,454500,Avocado
Product_1264,Whse_A,2,39000,Low Fat Blueberry Yogurt
Product_1824,Whse_S,2,55000,Fish Tacos
Product_1574,Whse_S,2,1721500,Vegetable Quesadilla
Product_1247,Whse_C,2,262000,Fudge Brownies
Product_1281,Whse_C,2,86000,Red Onion
Product_1886,Whse_C,2,300,Chicken Burrito
Product_1480,Whse_S,2,49000,Lemon Italian Ice Cup
Product_1466,Whse_C,2,55000,Plain Bagel
Product_1521,Whse_C,2,4000,White Rice
Product_1237,Whse_S,2,201000,Beef Enchiladas
Product_0021,Whse_C,2,10000,English Muffin
Product_0083,Whse_S,2,3000000,Blueberry Bagel
Product_1355,Whse_S,2,30000,Whipped Cream Cheese
Product_1153,Whse_J,2,20000,Vegetable Sushi
Product_1281,Whse_J,2,22000,Red Onion
Product_1342,Whse_S,2,242000,Granola with Nuts
Product_0424,Whse_A,2,141000,Assorted Popsicle
Product_0031,Whse_A,2,6400,Smokin’ Beef Roast
Product_0981,Whse_A,2,22550,Tofu Stir-Fry
Product_1195,Whse_S,2,21000,Low Fat Vanilla Yogurt
Product_1279,Whse_S,2,22000,Hard Boiled Eggs
Product_1817,Whse_J,2,50000,Mandarin Oranges
Product_1886,Whse_S,2,60600,Miso Soup
Product_0012,Whse_S,2,30000,Shrimp Pad Thai
Product_1245,Whse_S,2,158000,Lamb Gyro
Product_1466,Whse_S,2,81000,Plain Bagel
Product_1242,Whse_S,2,126000,Falafel Wrap
